InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
599242,85099B,JUMBO BAG RED RETROSPOT,49,2023-04-19,13.76,C12354,Portugal
578391,85099B,JUMBO BAG RED RETROSPOT,19,2022-03-04,4.22,C12286,United Kingdom
594391,84879,ASSORTED COLOUR BIRD ORNAMENT,29,2023-09-25,15.3,C12017,United Kingdom
513305,85099B,JUMBO BAG RED RETROSPOT,44,2023-02-13,10.16,C12146,United Kingdom
500739,84879,ASSORTED COLOUR BIRD ORNAMENT,28,2022-09-21,14.67,C12228,United Kingdom
537339,21730,GLASS STAR FROSTED T-LIGHT HOLDER,23,2023-06-13,9.57,C12441,Portugal
517519,84406B,CREAM CUPID HEARTS COAT HANGER,34,2023-04-26,1.33,C12385,United Kingdom
563344,22086,PAPER CHAIN KIT 50S CHRISTMAS,2,2023-09-21,7.16,C12209,EIRE
544617,22960,JAM MAKING SET WITH JARS,34,2023-09-18,15.2,C12299,Norway
541239,20725,LUNCH BAG RED RETROSPOT,46,2023-04-12,3.87,C12240,Belgium
567787,84406B,CREAM CUPID HEARTS COAT HANGER,5,2022-01-28,11.31,C12056,France
578440,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,2022-08-06,10.01,C12308,United Kingdom
512782,22960,JAM MAKING SET WITH JARS,36,2022-11-11,13.08,C12086,United Kingdom
576993,84879,ASSORTED COLOUR BIRD ORNAMENT,30,2022-11-27,12.46,C12470,United Kingdom
575507,71053,WHITE METAL LANTERN,5,2023-04-28,10.64,C12000,Netherlands
559883,84029E,RED WOOLLY HOTTIE WHITE HEART,28,2023-04-16,4.62,C12115,EIRE
539850,20725,LUNCH BAG RED RETROSPOT,14,2023-02-11,16.45,C12143,Germany
520616,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,41,2023-06-13,18.67,C12170,United Kingdom
534487,22752,SET 7 BABUSHKA NESTING BOXES,4,2022-12-10,4.13,C12197,United Kingdom
522859,22197,SMALL POPCORN HOLDER,48,2022-06-02,11.61,C12415,Netherlands
515498,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2022-01-10,15.3,C12318,United Kingdom
564320,21730,GLASS STAR FROSTED T-LIGHT HOLDER,43,2022-11-24,4.25,C12146,United Kingdom
505749,22633,HAND WARMER UNION JACK,10,2022-02-05,6.83,C12228,United Kingdom
500961,71053,WHITE METAL LANTERN,42,2023-04-17,6.72,C12334,United Kingdom
538433,22752,SET 7 BABUSHKA NESTING BOXES,14,2023-01-21,4.75,C12469,EIRE
516272,22632,HAND WARMER RED POLKA DOT,3,2023-03-11,17.01,C12098,United Kingdom
566455,22752,SET 7 BABUSHKA NESTING BOXES,49,2022-08-20,8.06,C12218,EIRE
579791,23206,LUNCH BAG APPLE DESIGN,20,2023-02-23,19.8,C12222,United Kingdom
577648,84406B,CREAM CUPID HEARTS COAT HANGER,41,2022-07-29,18.57,C12416,United Kingdom
591021,22633,HAND WARMER UNION JACK,11,2022-08-19,6.46,C12249,Spain
526573,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2022-03-31,7.92,C12462,United Kingdom
505786,22086,PAPER CHAIN KIT 50S CHRISTMAS,27,2023-03-23,3.34,C12152,Australia
527139,23207,LUNCH BAG PINK POLKADOT,30,2022-11-06,6.82,C12081,United Kingdom
522567,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2022-06-02,17.6,C12029,Norway
527875,21931,JUMBO STORAGE BAG SUKI,8,2022-03-20,1.98,C12158,United Kingdom
587463,21730,GLASS STAR FROSTED T-LIGHT HOLDER,35,2023-10-22,10.92,C12045,Germany
558976,71053,WHITE METAL LANTERN,38,2022-11-29,16.02,C12221,United Kingdom
544507,22633,HAND WARMER UNION JACK,23,2023-04-13,16.7,C12029,United Kingdom
558763,23206,LUNCH BAG APPLE DESIGN,16,2023-06-07,6.23,C12316,United Kingdom
507238,84406B,CREAM CUPID HEARTS COAT HANGER,9,2023-08-29,7.37,C12023,Australia
590753,47566,PARTY BUNTING,19,2022-08-09,9.75,C12009,United Kingdom
590811,85099B,JUMBO BAG RED RETROSPOT,4,2022-02-27,17.87,C12112,United Kingdom
590219,20725,LUNCH BAG RED RETROSPOT,36,2023-06-02,3.14,C12084,United Kingdom
594326,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2022-01-27,4.57,C12461,United Kingdom
585520,23206,LUNCH BAG APPLE DESIGN,38,2022-11-25,8.54,C12099,United Kingdom
536088,84879,ASSORTED COLOUR BIRD ORNAMENT,49,2022-09-20,7.68,C12229,United Kingdom
506349,84879,ASSORTED COLOUR BIRD ORNAMENT,25,2023-02-16,1.33,C12148,Portugal
502003,23207,LUNCH BAG PINK POLKADOT,41,2023-02-03,14.93,C12268,United Kingdom
541819,22633,HAND WARMER UNION JACK,2,2022-03-14,12.52,C12113,United Kingdom
558265,21212,PACK OF 72 RETROSPOT CAKE CASES,49,2022-08-18,18.2,C12448,Norway
528357,23206,LUNCH BAG APPLE DESIGN,19,2023-01-22,16.01,C12296,United Kingdom
528371,21931,JUMBO STORAGE BAG SUKI,41,2022-05-09,2.47,C12172,Germany
572392,22960,JAM MAKING SET WITH JARS,23,2022-06-10,14.72,C12295,United Kingdom
567951,23207,LUNCH BAG PINK POLKADOT,11,2022-04-03,8.14,C12182,United Kingdom
529653,21212,PACK OF 72 RETROSPOT CAKE CASES,25,2022-08-06,10.74,C12446,United Kingdom
587917,22632,HAND WARMER RED POLKA DOT,35,2022-06-12,1.76,C12352,Switzerland
559544,21212,PACK OF 72 RETROSPOT CAKE CASES,22,2022-01-15,16.43,C12054,Spain
561806,23207,LUNCH BAG PINK POLKADOT,23,2023-08-19,4.17,C12454,United Kingdom
595642,23206,LUNCH BAG APPLE DESIGN,1,2022-01-16,5.8,C12325,Belgium
501884,22197,SMALL POPCORN HOLDER,28,2022-02-21,7.88,C12076,United Kingdom
570018,47566,PARTY BUNTING,44,2023-09-24,17.34,C12049,Germany
578648,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2022-06-21,11.51,C12256,United Kingdom
508333,22633,HAND WARMER UNION JACK,39,2023-06-03,0.9,C12243,Norway
537746,22197,SMALL POPCORN HOLDER,24,2022-07-05,18.92,C12310,United Kingdom
589619,22197,SMALL POPCORN HOLDER,16,2023-09-15,10.65,C12095,United Kingdom
551787,47566,PARTY BUNTING,11,2022-12-24,9.12,C12370,United Kingdom
543548,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2022-03-31,18.18,C12477,United Kingdom
552861,85099B,JUMBO BAG RED RETROSPOT,8,2023-11-18,15.05,C12419,France
584067,47566,PARTY BUNTING,6,2022-01-26,15.26,C12393,United Kingdom
595205,22632,HAND WARMER RED POLKA DOT,5,2023-10-13,5.03,C12361,United Kingdom
502843,21730,GLASS STAR FROSTED T-LIGHT HOLDER,45,2022-07-19,1.66,C12186,United Kingdom
552278,85099B,JUMBO BAG RED RETROSPOT,37,2022-05-01,2.39,C12446,United Kingdom
534055,22960,JAM MAKING SET WITH JARS,48,2022-11-27,12.76,C12017,United Kingdom
599917,20725,LUNCH BAG RED RETROSPOT,41,2022-05-17,19.34,C12434,United Kingdom
579173,22086,PAPER CHAIN KIT 50S CHRISTMAS,28,2023-07-30,0.61,C12394,United Kingdom
538672,84029E,RED WOOLLY HOTTIE WHITE HEART,23,2023-12-04,11.0,C12416,United Kingdom
577111,47566,PARTY BUNTING,11,2023-09-25,6.74,C12061,Spain
540345,84406B,CREAM CUPID HEARTS COAT HANGER,42,2023-06-19,1.77,C12027,Belgium
569677,84406B,CREAM CUPID HEARTS COAT HANGER,46,2023-05-19,18.16,C12284,United Kingdom
518767,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2022-03-23,6.08,C12446,United Kingdom
542145,23206,LUNCH BAG APPLE DESIGN,27,2023-01-12,16.79,C12399,United Kingdom
523830,85099B,JUMBO BAG RED RETROSPOT,43,2023-05-06,16.88,C12308,United Kingdom
545577,23207,LUNCH BAG PINK POLKADOT,8,2022-03-10,15.93,C12274,EIRE
564383,22086,PAPER CHAIN KIT 50S CHRISTMAS,32,2022-08-11,17.55,C12036,Germany
511606,20725,LUNCH BAG RED RETROSPOT,32,2022-07-06,3.37,C12145,United Kingdom
566454,84406B,CREAM CUPID HEARTS COAT HANGER,21,2022-06-03,13.27,C12098,United Kingdom
568185,71053,WHITE METAL LANTERN,39,2023-01-11,9.08,C12422,United Kingdom
587057,22633,HAND WARMER UNION JACK,39,2023-07-02,11.28,C12271,Netherlands
561568,22960,JAM MAKING SET WITH JARS,39,2023-09-13,12.02,C12048,United Kingdom
513377,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2022-12-29,3.76,C12303,Netherlands
536087,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2022-08-30,9.63,C12264,United Kingdom
552996,71053,WHITE METAL LANTERN,28,2023-03-18,16.68,C12467,United Kingdom
565461,47566,PARTY BUNTING,19,2023-12-16,11.62,C12044,United Kingdom
537846,22086,PAPER CHAIN KIT 50S CHRISTMAS,34,2023-04-13,5.31,C12117,France
579949,22086,PAPER CHAIN KIT 50S CHRISTMAS,31,2022-09-10,1.67,C12431,Switzerland
593156,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2022-11-08,8.86,C12119,Germany
587917,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,39,2022-03-16,6.95,C12365,Spain
512324,22752,SET 7 BABUSHKA NESTING BOXES,39,2022-03-31,3.8,C12410,United Kingdom
575954,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2022-03-03,3.43,C12050,United Kingdom
548704,85099B,JUMBO BAG RED RETROSPOT,36,2023-06-03,12.81,C12419,United Kingdom
588802,22632,HAND WARMER RED POLKA DOT,36,2022-03-14,19.1,C12122,France
570084,22086,PAPER CHAIN KIT 50S CHRISTMAS,5,2023-09-19,17.12,C12346,United Kingdom
554490,21931,JUMBO STORAGE BAG SUKI,49,2023-01-16,4.62,C12382,United Kingdom
592128,22632,HAND WARMER RED POLKA DOT,13,2023-12-16,9.81,C12245,United Kingdom
567670,21931,JUMBO STORAGE BAG SUKI,35,2022-05-01,16.08,C12121,United Kingdom
504142,71053,WHITE METAL LANTERN,19,2023-03-06,6.8,C12251,Spain
580836,21931,JUMBO STORAGE BAG SUKI,33,2023-01-10,10.13,C12078,United Kingdom
588491,22086,PAPER CHAIN KIT 50S CHRISTMAS,39,2023-09-02,4.9,C12226,United Kingdom
506817,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2023-12-26,16.53,C12067,United Kingdom
553094,21931,JUMBO STORAGE BAG SUKI,20,2023-06-08,2.46,C12136,United Kingdom
559473,21212,PACK OF 72 RETROSPOT CAKE CASES,33,2022-05-15,19.16,C12283,United Kingdom
551692,23206,LUNCH BAG APPLE DESIGN,23,2022-07-07,7.6,C12141,Germany
545540,84406B,CREAM CUPID HEARTS COAT HANGER,41,2023-08-13,19.77,C12161,Australia
523622,23207,LUNCH BAG PINK POLKADOT,32,2023-08-30,18.86,C12174,United Kingdom
531002,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2023-04-13,8.05,C12440,United Kingdom
525619,22197,SMALL POPCORN HOLDER,47,2023-08-24,12.61,C12420,United Kingdom
522104,22752,SET 7 BABUSHKA NESTING BOXES,15,2023-01-11,13.04,C12355,United Kingdom
594428,23207,LUNCH BAG PINK POLKADOT,41,2023-09-15,7.3,C12149,Belgium
596685,71053,WHITE METAL LANTERN,32,2022-01-30,4.49,C12025,United Kingdom
553645,23206,LUNCH BAG APPLE DESIGN,43,2022-02-20,12.44,C12126,United Kingdom
575969,22633,HAND WARMER UNION JACK,22,2023-02-23,13.58,C12001,United Kingdom
598567,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2022-04-27,7.52,C12209,United Kingdom
505116,84029E,RED WOOLLY HOTTIE WHITE HEART,21,2022-06-22,1.93,C12268,United Kingdom
515223,85099B,JUMBO BAG RED RETROSPOT,37,2023-10-06,18.22,C12061,Portugal
536446,47566,PARTY BUNTING,16,2022-09-29,16.68,C12289,United Kingdom
551446,22960,JAM MAKING SET WITH JARS,47,2023-10-22,16.64,C12383,United Kingdom
546772,71053,WHITE METAL LANTERN,10,2023-12-16,8.51,C12295,United Kingdom
562094,22633,HAND WARMER UNION JACK,28,2022-10-27,10.06,C12143,United Kingdom
510378,21730,GLASS STAR FROSTED T-LIGHT HOLDER,36,2022-03-31,0.92,C12123,United Kingdom
528527,22752,SET 7 BABUSHKA NESTING BOXES,28,2022-05-14,12.98,C12361,United Kingdom
511797,20725,LUNCH BAG RED RETROSPOT,46,2023-04-02,16.52,C12306,Norway
566727,85123A,WHITE HANGING HEART T-LIGHT HOLDER,40,2022-08-12,19.37,C12345,United Kingdom
516753,47566,PARTY BUNTING,41,2022-12-24,1.72,C12379,United Kingdom
508567,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2022-06-02,19.99,C12210,United Kingdom
594542,22632,HAND WARMER RED POLKA DOT,40,2023-05-01,5.41,C12218,United Kingdom
578377,22752,SET 7 BABUSHKA NESTING BOXES,30,2023-11-15,6.59,C12409,United Kingdom
518942,22086,PAPER CHAIN KIT 50S CHRISTMAS,22,2022-06-26,13.47,C12080,Norway
583257,47566,PARTY BUNTING,30,2023-05-01,15.59,C12138,Australia
551293,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2022-06-01,9.53,C12246,United Kingdom
575376,23206,LUNCH BAG APPLE DESIGN,9,2022-01-30,3.37,C12270,United Kingdom
513064,22086,PAPER CHAIN KIT 50S CHRISTMAS,49,2023-02-13,12.13,C12147,United Kingdom
552381,22960,JAM MAKING SET WITH JARS,37,2023-10-16,3.18,C12277,Switzerland
508060,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2023-03-02,3.02,C12184,United Kingdom
512918,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42,2022-04-08,16.17,C12493,United Kingdom
579144,71053,WHITE METAL LANTERN,28,2023-11-06,7.18,C12446,United Kingdom
521747,85099B,JUMBO BAG RED RETROSPOT,42,2023-03-16,18.97,C12377,Norway
571899,23207,LUNCH BAG PINK POLKADOT,20,2022-09-19,11.2,C12458,United Kingdom
563722,22633,HAND WARMER UNION JACK,3,2022-08-13,18.47,C12445,United Kingdom
517175,22752,SET 7 BABUSHKA NESTING BOXES,6,2023-06-04,16.45,C12487,Germany
553934,23206,LUNCH BAG APPLE DESIGN,5,2022-10-08,13.07,C12411,United Kingdom
522055,22960,JAM MAKING SET WITH JARS,37,2023-01-06,15.79,C12375,United Kingdom
535486,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2022-10-29,11.71,C12188,Netherlands
563823,22752,SET 7 BABUSHKA NESTING BOXES,27,2023-07-05,9.73,C12207,United Kingdom
561850,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2022-02-11,13.28,C12390,Netherlands
542059,71053,WHITE METAL LANTERN,21,2023-07-26,11.78,C12325,United Kingdom
543831,21212,PACK OF 72 RETROSPOT CAKE CASES,18,2022-07-29,12.5,C12206,Portugal
552653,22197,SMALL POPCORN HOLDER,9,2023-05-07,12.6,C12452,United Kingdom
511709,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2023-10-13,14.24,C12040,EIRE
541767,21212,PACK OF 72 RETROSPOT CAKE CASES,42,2023-06-07,16.13,C12303,United Kingdom
570234,23207,LUNCH BAG PINK POLKADOT,44,2022-05-11,11.19,C12105,Netherlands
551730,84406B,CREAM CUPID HEARTS COAT HANGER,31,2022-07-09,19.02,C12240,United Kingdom
537031,21212,PACK OF 72 RETROSPOT CAKE CASES,23,2022-11-07,1.96,C12484,United Kingdom
551392,20725,LUNCH BAG RED RETROSPOT,44,2023-03-31,14.51,C12192,United Kingdom
553760,22197,SMALL POPCORN HOLDER,42,2022-12-15,5.22,C12391,Australia
527340,22086,PAPER CHAIN KIT 50S CHRISTMAS,36,2023-07-12,5.92,C12398,United Kingdom
589357,21931,JUMBO STORAGE BAG SUKI,9,2023-06-04,5.62,C12166,United Kingdom
538120,23207,LUNCH BAG PINK POLKADOT,45,2022-02-22,18.25,C12162,United Kingdom
524126,47566,PARTY BUNTING,44,2023-05-31,10.4,C12005,United Kingdom
522632,21931,JUMBO STORAGE BAG SUKI,29,2022-09-21,7.66,C12230,United Kingdom
583217,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2022-08-23,5.6,C12223,United Kingdom
597084,22752,SET 7 BABUSHKA NESTING BOXES,4,2023-04-07,8.03,C12216,United Kingdom
578408,21212,PACK OF 72 RETROSPOT CAKE CASES,48,2022-06-15,16.79,C12404,Switzerland
593594,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2023-02-27,3.07,C12085,Germany
519641,84029E,RED WOOLLY HOTTIE WHITE HEART,19,2023-11-01,6.86,C12136,United Kingdom
561601,22633,HAND WARMER UNION JACK,32,2022-03-06,19.28,C12243,United Kingdom
579614,21212,PACK OF 72 RETROSPOT CAKE CASES,34,2022-09-26,9.77,C12281,United Kingdom
542077,22633,HAND WARMER UNION JACK,41,2023-11-20,7.68,C12189,United Kingdom
507181,22752,SET 7 BABUSHKA NESTING BOXES,20,2022-06-17,2.0,C12034,United Kingdom
500910,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2023-03-18,8.18,C12051,Australia
564229,22960,JAM MAKING SET WITH JARS,46,2023-12-20,7.33,C12094,United Kingdom
522246,23207,LUNCH BAG PINK POLKADOT,14,2022-01-09,17.66,C12213,Germany
505647,22086,PAPER CHAIN KIT 50S CHRISTMAS,27,2022-07-09,9.45,C12482,United Kingdom
569102,21212,PACK OF 72 RETROSPOT CAKE CASES,40,2023-04-16,1.82,C12202,United Kingdom
574087,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2022-06-27,3.82,C12321,Belgium
546220,21212,PACK OF 72 RETROSPOT CAKE CASES,22,2023-05-14,8.09,C12071,Spain
520519,84029E,RED WOOLLY HOTTIE WHITE HEART,14,2023-08-10,5.21,C12329,United Kingdom
514256,22752,SET 7 BABUSHKA NESTING BOXES,6,2023-04-03,2.79,C12272,United Kingdom
564061,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2022-05-27,9.77,C12196,EIRE
589098,47566,PARTY BUNTING,43,2023-02-10,14.84,C12066,United Kingdom
541543,22633,HAND WARMER UNION JACK,8,2022-03-21,2.09,C12346,United Kingdom
595253,22633,HAND WARMER UNION JACK,42,2023-10-19,13.95,C12172,United Kingdom
524324,21212,PACK OF 72 RETROSPOT CAKE CASES,14,2023-10-24,8.78,C12229,United Kingdom
576986,22197,SMALL POPCORN HOLDER,7,2022-09-11,18.64,C12062,United Kingdom
561445,85099B,JUMBO BAG RED RETROSPOT,7,2022-11-11,9.5,C12360,Germany
568096,21212,PACK OF 72 RETROSPOT CAKE CASES,40,2022-01-04,19.92,C12255,United Kingdom
592091,22752,SET 7 BABUSHKA NESTING BOXES,5,2022-11-21,19.03,C12030,United Kingdom
594540,20725,LUNCH BAG RED RETROSPOT,13,2023-12-24,17.56,C12454,Australia
531843,22752,SET 7 BABUSHKA NESTING BOXES,13,2023-06-16,4.77,C12160,United Kingdom
540081,84029E,RED WOOLLY HOTTIE WHITE HEART,17,2022-11-11,8.44,C12044,EIRE
550677,22086,PAPER CHAIN KIT 50S CHRISTMAS,41,2023-10-03,3.12,C12470,United Kingdom
562113,21730,GLASS STAR FROSTED T-LIGHT HOLDER,38,2023-06-04,2.5,C12201,United Kingdom
554480,22632,HAND WARMER RED POLKA DOT,41,2023-08-08,9.0,C12344,United Kingdom
535472,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-06-29,9.77,C12367,United Kingdom
567261,84406B,CREAM CUPID HEARTS COAT HANGER,7,2023-01-30,19.44,C12309,United Kingdom
563722,22197,SMALL POPCORN HOLDER,16,2022-07-02,3.56,C12056,United Kingdom
594013,47566,PARTY BUNTING,4,2022-11-25,19.15,C12185,United Kingdom
551810,22960,JAM MAKING SET WITH JARS,24,2022-07-15,16.51,C12170,United Kingdom
520800,84879,ASSORTED COLOUR BIRD ORNAMENT,37,2023-09-24,13.73,C12375,Switzerland
516239,47566,PARTY BUNTING,49,2022-02-01,1.03,C12089,United Kingdom
515350,22197,SMALL POPCORN HOLDER,23,2022-03-11,17.76,C12214,United Kingdom
511743,21730,GLASS STAR FROSTED T-LIGHT HOLDER,37,2022-11-22,3.64,C12110,United Kingdom
532104,20725,LUNCH BAG RED RETROSPOT,35,2022-07-26,12.85,C12323,United Kingdom
570297,23207,LUNCH BAG PINK POLKADOT,14,2022-04-16,15.7,C12065,United Kingdom
527160,22197,SMALL POPCORN HOLDER,37,2022-04-12,13.22,C12494,United Kingdom
506358,22086,PAPER CHAIN KIT 50S CHRISTMAS,34,2022-12-16,17.72,C12179,EIRE
537522,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2022-04-08,10.17,C12155,United Kingdom
571240,20725,LUNCH BAG RED RETROSPOT,44,2022-03-25,5.68,C12029,Spain
521810,22633,HAND WARMER UNION JACK,24,2023-03-28,17.51,C12289,Netherlands
502497,22633,HAND WARMER UNION JACK,21,2022-09-21,9.79,C12183,Switzerland
582269,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2022-02-15,9.91,C12053,United Kingdom
559449,84406B,CREAM CUPID HEARTS COAT HANGER,37,2022-03-16,13.74,C12233,United Kingdom
500220,23206,LUNCH BAG APPLE DESIGN,17,2022-04-18,5.81,C12401,United Kingdom
501839,21931,JUMBO STORAGE BAG SUKI,4,2023-07-14,9.52,C12345,United Kingdom
561375,84406B,CREAM CUPID HEARTS COAT HANGER,36,2023-06-01,2.93,C12235,United Kingdom
594865,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2022-06-09,18.39,C12148,Australia
542997,71053,WHITE METAL LANTERN,24,2023-11-24,3.8,C12239,Australia
504915,22632,HAND WARMER RED POLKA DOT,5,2023-01-26,8.67,C12438,United Kingdom
504047,71053,WHITE METAL LANTERN,12,2023-06-15,6.22,C12281,Belgium
534289,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2022-02-23,16.26,C12095,France
585641,22752,SET 7 BABUSHKA NESTING BOXES,49,2023-05-16,5.19,C12440,Portugal
577253,23206,LUNCH BAG APPLE DESIGN,32,2023-06-22,13.63,C12081,United Kingdom
595989,84406B,CREAM CUPID HEARTS COAT HANGER,5,2023-08-01,8.59,C12232,United Kingdom
559811,23206,LUNCH BAG APPLE DESIGN,13,2022-06-24,12.49,C12103,United Kingdom
528398,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2022-12-27,13.64,C12433,United Kingdom
562630,20725,LUNCH BAG RED RETROSPOT,37,2022-02-28,4.05,C12195,United Kingdom
565139,21730,GLASS STAR FROSTED T-LIGHT HOLDER,25,2023-03-07,7.43,C12454,United Kingdom
554000,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,44,2022-02-16,7.38,C12353,United Kingdom
569308,22752,SET 7 BABUSHKA NESTING BOXES,13,2022-08-26,14.47,C12410,United Kingdom
599356,21212,PACK OF 72 RETROSPOT CAKE CASES,48,2022-01-24,18.13,C12221,United Kingdom
533059,47566,PARTY BUNTING,17,2023-04-21,1.67,C12134,Netherlands
552727,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2022-07-03,3.84,C12418,Spain
526269,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2022-12-06,16.53,C12229,United Kingdom
565539,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2022-12-05,11.67,C12020,Germany
574858,84029E,RED WOOLLY HOTTIE WHITE HEART,18,2023-03-27,17.45,C12308,United Kingdom
574872,21931,JUMBO STORAGE BAG SUKI,40,2022-01-02,10.14,C12377,France
567579,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,2022-11-02,1.69,C12148,United Kingdom
592192,21730,GLASS STAR FROSTED T-LIGHT HOLDER,44,2023-10-02,10.64,C12315,Germany
593342,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2023-09-13,17.95,C12265,Belgium
523173,22752,SET 7 BABUSHKA NESTING BOXES,47,2022-09-19,2.43,C12026,Australia
572399,22633,HAND WARMER UNION JACK,19,2022-07-22,12.38,C12025,United Kingdom
519232,22752,SET 7 BABUSHKA NESTING BOXES,20,2022-06-27,16.73,C12058,United Kingdom
513347,22197,SMALL POPCORN HOLDER,10,2023-05-19,6.1,C12295,Norway
558098,47566,PARTY BUNTING,38,2023-04-25,5.18,C12457,United Kingdom
530659,22960,JAM MAKING SET WITH JARS,22,2023-05-27,11.01,C12203,United Kingdom
534006,23207,LUNCH BAG PINK POLKADOT,16,2023-12-27,12.32,C12391,Switzerland
509727,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2023-01-15,3.79,C12228,United Kingdom
565305,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,38,2022-04-10,8.27,C12368,Belgium
526722,47566,PARTY BUNTING,48,2023-10-17,11.3,C12211,United Kingdom
519512,22632,HAND WARMER RED POLKA DOT,22,2022-10-20,17.07,C12224,Netherlands
528055,22197,SMALL POPCORN HOLDER,7,2023-07-07,6.19,C12468,United Kingdom
596190,23207,LUNCH BAG PINK POLKADOT,2,2022-06-10,1.86,C12231,United Kingdom
559917,85123A,WHITE HANGING HEART T-LIGHT HOLDER,46,2022-07-01,19.45,C12228,Spain
591168,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2022-03-29,15.67,C12224,United Kingdom
508312,22633,HAND WARMER UNION JACK,34,2022-05-16,15.9,C12043,United Kingdom
567007,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2022-10-05,2.05,C12431,Portugal
569842,21931,JUMBO STORAGE BAG SUKI,12,2023-11-25,1.5,C12051,United Kingdom
578221,22752,SET 7 BABUSHKA NESTING BOXES,33,2022-10-09,10.68,C12489,United Kingdom
527574,22960,JAM MAKING SET WITH JARS,1,2023-05-08,15.68,C12215,United Kingdom
564767,84879,ASSORTED COLOUR BIRD ORNAMENT,28,2023-03-14,9.92,C12127,Spain
536777,22752,SET 7 BABUSHKA NESTING BOXES,10,2022-10-10,1.12,C12046,United Kingdom
537069,20725,LUNCH BAG RED RETROSPOT,29,2022-02-26,4.35,C12085,United Kingdom
582866,20725,LUNCH BAG RED RETROSPOT,45,2022-10-17,16.9,C12428,United Kingdom
596480,22632,HAND WARMER RED POLKA DOT,45,2022-01-30,4.67,C12457,United Kingdom
537676,71053,WHITE METAL LANTERN,45,2022-05-06,19.13,C12176,Belgium
551413,21931,JUMBO STORAGE BAG SUKI,14,2022-12-03,6.04,C12498,United Kingdom
525895,22197,SMALL POPCORN HOLDER,18,2023-07-03,17.99,C12290,United Kingdom
554346,22752,SET 7 BABUSHKA NESTING BOXES,26,2022-06-07,16.8,C12078,United Kingdom
512093,23207,LUNCH BAG PINK POLKADOT,14,2022-04-16,16.51,C12407,United Kingdom
553585,22086,PAPER CHAIN KIT 50S CHRISTMAS,39,2023-01-08,2.15,C12401,United Kingdom
524331,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2022-06-30,0.93,C12107,United Kingdom
587846,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2023-12-10,13.02,C12067,United Kingdom
528014,21931,JUMBO STORAGE BAG SUKI,3,2022-06-24,16.09,C12414,Australia
564552,22086,PAPER CHAIN KIT 50S CHRISTMAS,21,2022-08-06,19.28,C12050,France
571882,84406B,CREAM CUPID HEARTS COAT HANGER,11,2023-10-23,10.1,C12384,United Kingdom
534783,21931,JUMBO STORAGE BAG SUKI,32,2022-09-12,4.76,C12064,United Kingdom
531551,84879,ASSORTED COLOUR BIRD ORNAMENT,43,2023-12-19,12.66,C12068,United Kingdom
